start,end,speaker,text
00:53:32.230,00:53:40.130,spk_3,"In repeat. That's right. I'm sorry, a shorthand stranger child. I simply mean the child who is not a party to the litigation. I'm"
00:53:40.130,00:54:33.150,spk_0,"sorry. That's what I'm challenging you about because in private law proceedings, child's future may be an issue, even though the child is not a party to the proceedings. A stranger child I would take to be a child whose future is not an issue in the proceedings but may have relevant evidence to give. So we've got three different sorts of child. We've got the child who is the true stranger in the sense that her future is not going to be affected by the outcome of these proceedings, or at least not directly affected. There's the child whose future will be affected but who is not a party to the proceedings and the child whose future is affected. Who is a party to the proceedings. We've got those three categories. Are you drawing any distinction between the party non party? That's a technicality of family proceedings?"
00:54:33.160,00:56:51.430,spk_3,"I accept that and accept it rises very often. It's not some unusual situation, and it needs to be encompassed. But the our argument is in favour of a test, which says, if I can just use a shorthand at this stage or competing claims and rights must be looked at from an even starting point and trial judges, when considering any of the three positions that my lady deposits will have to look at the position of the individual child or children, which may fulfil different functions in one case and consider their position within that test. And so, if you have if you if you have a set of care proceedings where there is only one child, only one child in the family, only one child involved in any way at all who is the Who is alleging abuse? And so she is the child witness and she is the subject of the proceedings, you won't have to consider any sibling rights, and you will give an intense focus upon her Article 6 and Article 8 rights. If you have a case where the only witness to an event is child is not a party to the proceedings. The trial judge. When evaluating the evidence as to whether or not that child would have to give evidence, I would have to consider that she has a right to family life into privacy. So she has Article 8 rights and would have to evaluate those. But the trial just wouldn't have to worry about the one of the troubling aspects of these cases, of course, the future impact upon family relations if it is a subject child. And so the range of factors to be considered by the trial judge within the same test may not be so broad or troubling when one is considering a stranger child. So it's the What is different, I would submit, is the range of factors to be considered by the trial judge. Not not the overarching"
00:56:51.440,00:56:52.900,spk_0,"test,"
00:56:52.910,00:57:00.680,spk_3,"which is ultimately the framework within which the judge will decide whether that child in those circumstances should give evidence in that case,"
00:57:01.710,00:57:09.840,spk_0,"why the Article 8 rights of a stranger child engaged at all? Any more than any other witness?"
00:57:14.530,00:57:24.250,spk_3,"Because of her right to privacy and because of a particularly delicate nature of an inquiry. I'm assuming an allegation of sexual abuse in this exchange, because"
00:57:24.260,00:57:34.210,spk_0,"We do have to also think about other types of allegations. But let's leave it with the allegation of sexual abuse. Wouldn't that be true of anybody adult or child?"
00:57:40.280,00:59:26.160,spk_3,"Yes, it it may be, but when one is considering a child, you have to. The court has a responsibility to consider that child's welfare in a way that they courts often have to consider welfare for older witnesses who may be learning disabled. And it does. It does crop up in different situations, and those young people who may be over 18 but have learning difficulties equally would need careful and special consideration. And so estimate the the the child witness who is not not a party to proceedings does have Article 8 rights to privacy because of the nature of the allegations and the intrusive nature of the testing of evidence in this sort of case. But depending on the particular facts, a particular case a judge might come to a different decision if the child were a stranger child, if the child were the only subject child of those proceedings. And so when all that I would respectfully submit is consistent with an intense focus on the comparative importance of the specific rights being claimed, that any potential witness who can articulate a claim is deserves that intense focus and and that's what should be undertaken and their status within the proceedings will be a factor and may or may not influence the decision as to whether or not they should give evidence."
00:59:32.230,01:00:18.570,spk_0,"So it's easy to understand, isn't it? How, as you rightly put it if we're looking at Article 6, all the children, both the adults, have got Article 6 rights that are engaged in this case, so they're all entitled to a fair hearing in the determination of those rights. And the only question is what's fair If you introduce Article 8 that adds a different level of complexity, which may vary as between the strangers to the action and the parties to the action? That's the only point I'm putting to you. It's not identical to the straightforward battle between Article 8 and Article 10. That there was in that was complicated"
01:00:18.570,01:00:19.240,spk_3,"enough"
01:00:20.610,01:00:23.250,spk_0,"Isn't necessary point against maybe a point in your favour."
01:00:23.260,01:01:16.830,spk_3,"I accept that proposition entirely, I hope not immediately leaping on the last part of your statement expressing the thought that came before it. That may well be, But the challenge that I laid down is to say what what reason by reference to principal or precedent is there to say that whenever in whatever conjunction these competing claims or before accord, what reason is that it's apart from the process of parallel analysis that you, if you're going to be fair, a good old English word. You start in a level way. And this convention law tells us that if you're going to be convention compliant, you start with a level playing field. And it..."
01:01:16.830,01:01:30.210,spk_2,"Does parallel analysis mean anything more than starting with a level playing field? Or has it got a more complicated content than than that? It's your own praises it or is it taken from a..."
01:01:30.220,01:01:49.300,spk_3,"I might say, I've tried to isolate where it's actually come from, but it's an expression I've seen often used to express. What I understand to be the test in Re S that you're parallel that you look at each completing right from"
01:01:49.310,01:01:52.550,spk_2,"comes from human rights textbooks. My"
01:01:52.550,01:02:17.980,spk_3,"lord, I'm afraid I have tried to track down where it lodged in my mind. I'm afraid I've not been able to I don't know. It's not. It's not in Re S. I thought when I went back to read it, I thought I'd find it that and didn't but it does, I would submit, seem to encapsulate well, the Re S test."
01:02:20.710,01:02:25.410,spk_5,"In other words, you look at the intrinsic merits of each of the points without any preconception. Yes"
01:02:27.210,01:03:59.540,spk_3,"and My Lord, It's the temptations triumph as an advocate, trying in some way over sophisticate or elaborate that. But it's a very simple proposition. Did you the the the competing interests or rights, however, one phrases them that are engaged in these cases are acutely important and highly sensitive that the father, the father's right to a fair trial, fulfils those criteria, as does the child's right to privacy and the child's welfare considerations. But each of them is so fundamental that we submit there is no warrant to do other than to begin with and even approach. And although a number of conventional authorities are put before this court illustrating different points that there is no warrant, we would submit from any of them for anything to say that one interest has a prior claim over another. And we submit that the taste the test as articulated in the development of these cases, which we bring before this court offend against that principle because they do have that starting point, the expression of the need for a"
01:04:04.280,01:04:04.610,spk_0,"for"
01:04:04.610,01:05:45.770,spk_3,"a particular justification and that those to articulate the test in those way. There's ways is in conflict and money. That's why I come back to our urgent claim that we're not seeking to make it more or less likely, that a child should give evidence. It may well be otherwise. But there is because of the sensitivity and the importance of the conflicting claims. You have to start from an even point and it's set out in our documentation. I perhaps don't need to spend too long at this stage. But just picking up my Lord, Lord Browne's points right off and 6 a little further. The the Article 6 right is an unqualified but not an absolute right. But the right when one analyse it through the convention Case law is to overall fairness in the proceedings. So the court has to stand well back and look at the overall effect within the proceedings. And it's for that reason that if one looks at the various convention cases on that subject, in some instances, hearsay evidence is admissible in some instances, not it doesn't track the Article 6 right doesn't translate into any necessary result. One has to look at the overall fairness and that's why we say that one has to measure each of these factors in an even way. And"
01:05:45.780,01:06:58.450,spk_4,"I find that I mean, that must stop as soon as you start to measure them. Because I think you're saying that as soon as you start to measure them, you you said you look at how strong they are in the particular case, the intrinsic merits in each case, so that the only sense in which they're equal is that on paper, they're all there in black and white. But in practise, as soon as one looks at the facts and as soon as one bears in mind that was dealing with a child's evidence, you're likely to say, aren't you that there is in most if not all, cases are very strong. I wish to avoid a child being obtrusively cross examined, at least in the traditional sense, so that I haven't you got You may say well that there is how strong it is, according to the child and the age and so on. But nonetheless, it is likely to be a factor, which, is a strong factor. In any case,"
01:07:01.310,01:07:23.370,spk_3,"I respect don't descend from that altogether. But one has to be, if I may respectfully say so, very careful about how that is expressed, because that proposition can lead to expressing it in a way which is, as it is found in the present Authorities, which overrate the importance on that factor. The"
01:07:23.380,01:07:40.890,spk_4,"president Authorities express almost a result, they say that there's a very strong presumption you don't have any cross examination when you've weighed. All the factors, however, actuate them. But here I'm simply suggesting that this is a factor which you would put into one side of the equation."
01:07:42.020,01:07:52.900,spk_3,"Yes, I'd accept that. But just to illustrate my caution about how it's treated me, I just look at a short passage from the joint judgment of Lord Justice Wilson and Wall in the present case,"
01:07:53.930,01:07:54.310,spk_0,"which"
01:07:54.310,01:08:01.700,spk_3,"is in Bundle 1. That's 3"
01:08:01.710,01:08:02.330,spk_1,"(A)"
01:08:08.980,01:08:11.080,spk_3,"and it's a Paragraph 28 which"
01:08:11.080,01:08:11.560,spk_0,"is,"
01:08:12.280,01:08:15.600,spk_3,"as I understand it is that the kernel of"
01:08:16.370,01:08:16.660,spk_1,"their"
01:08:16.660,01:08:20.790,spk_3,"lordships reasoning in relation to the outcome in this appeal"
01:08:21.319,01:08:21.630,spk_4,"but"
01:08:21.630,01:09:45.710,spk_3,"the point I wanted to go to an answer to My Lord Mance's point comes at the end of the Paragraph. Perhaps I should just go through the Paragraph in order and then come to that in just a moment. A pack of 28 in our view, references in the family jurisprudence to which Mr G. Particular object and then the starting point is that child's oral evidence is undesirable and that it is rare to order it don't do no more than represent This court's concern today is expressed in all four of the Authorities about the emotional health of a child subjected to cross examination in these circumstances and its prediction of the likely decisiveness of that feature in striking the balance in most cases, just pausing there, if I may, in my submission one if one is looking at the cases overall and accepting Miss Brannigan summary of the test one cannot unhitch those comments from the particular Justification comment, which comes from Lady Justice Smith in l M. And the first point on that is that if one has a particular Justification, I submit that that casts a burden on the Respondent.  Lord Justice is War and Wilson.Then speak about the likely decisiveness of that feature. Which is the point, My Lord Lamont has just touched upon. The very test includes a prediction. Would you"
01:09:45.710,01:09:47.620,spk_4,"object to that? Yes, yes, yes."
01:09:49.190,01:11:56.820,spk_3,"And in a moment if I can, I just turn to how that works out in practise, because we have some interesting examples of how the test works out in practise, and I'll come to those after dealing with this Paragraph reading on the court. Then the judgment deals with the question of whether or not they're per incuriam. I don't go to that part, but picking it up four lines from the bottom. The court can hardly be said to have been unaware. For example, the right of the adult accused by the child have overall a fair hearing. Indeed, we've already in effect described, such as being an elementary feature of the central dilemma. That's the touches upon the second element of our complaint, which is that the the particular features of the tests are not sufficiently articulated. We would submit is not sufficient to infer or assume that all the relevant matters would be in the mind of a trial judge. They need to be set out clearly and then, finally, furthermore, the analysis of the issue through the prism of convention rights has offered it to us does not appear to us to generate any significantly different effects from that of existing jurisprudence as we interpret it, founded firmly as it is upon opinion as to what the welfare of the child is likely to demand. But I submit that that falls on the wrong side of the expression of the test because it is giving prior ranking to that future. And it is giving it primacy, if not paramount Status and in the context of the other competing interests, that is not appropriate and it is not consistent with the Re F approach. And I would respectfully submit This isn't a question of nitpicking over the words. When one looks at the way the test is phrased, it is very, very clearly expressed. Welfare has a prior ranking, and that is not appropriate. Turning to how it works out in practise because it's way a collection"
01:11:56.820,01:11:57.240,spk_1,"of"
01:11:57.750,01:13:07.340,spk_3,"Court of Appeal Authorities actually lands on the ground when individual judges are dealing with it. May I just take a moment? Firstly, may I go in the large one, which I hope is still before the Court Bundle 3. The first of the Authorities Bundle to the decision in Re S, Re W at tab 19. And this is picking up on a point that was made by Lord Justice Rimer or in the judgment in the present case, tab 19 is the report of S v W, Re W. It's a navigator. I think you have to use the print page numbers at the top right hand corner of each page. And can I go to 15 out of 17?"
01:13:10.320,01:13:10.550,spk_1,"Yeah,"
01:13:18.400,01:14:33.510,spk_3,"Lord Justice Wall 68. So that's the Paragraph. Paragraph 68. Lord Justice Wall sets out Lengthy citation from the decision of Donald Judd Marston, where the judge, the trial judge, refused to permit the child to give evidence. And Lord Justice Rimer had seized on the words which come five or six lines before the break in. That citation has presented on this page he sees that that is, the father says, is grossly unfair. The reality is the position which pertains in 99 out of 100 of these sorts of cases. It is only in very unusual case that a complainant, if I can use that word from criminal law, will give evidence the child would give evidence, the child will give evidence and then goes on to the door swinging analogy, which again is something I'll come to a little later now, as Lord Justice Rimer says in the Court of Appeal's judgment. In this case, that's obviously not a scientific test, but but taken together with the other matters to which I can take the court, it does give some indication of how this test is working out and practise. A further indication can be found from Her Honour Judge Marshall's decision..."
01:14:33.510,01:14:37.470,spk_0,"Well, you could say the history of this case gives a fairly clear indication,"
01:14:37.650,01:14:47.060,spk_3,"Yes, but it's more particularly expressed in the submissions and the judgment of Her Honour Judge Marshall, which is to be found in Bundle 1 at"
01:14:47.060,01:14:48.600,spk_1,"tab 8"
01:14:48.610,01:14:57.190,spk_3,"a. And if I can go to Paragraph 12 of that"
01:14:57.200,01:14:57.750,spk_1,"judgment,"
01:15:07.150,01:15:23.900,spk_3,"Paragraph 12, the local authority lies on the decision of LM. It is submitted by the local authority that the guidance set out there, and it's clear that it is unusual for a child to give evidence and care proceedings and only in exceptional circumstances. Now that's clearly"
01:15:23.900,01:15:24.910,spk_4,"a"
01:15:24.920,01:15:38.980,spk_3,"gloss, or in addition to that, which is to be derived from the Authorities. But one finds local, the local authorities submitting that what is required is exceptional circumstances. At Paragraph 1, one finds the Guardian's submissions summarised"
01:15:39.610,01:15:39.880,spk_1,"and"
01:15:39.880,01:16:16.870,spk_3,"at the foot of the page, picking up the last words. It is suggested that this case is not exceptional. So the guardian is submitting that what is required is the hunt for an exceptional case before committing the child give evidence and that lodges with the judge such that it's to be found at the very end of a judgment. Page 10 of that judgment, Paragraph 15 (k). Although this will undoubtedly be a difficult case, given the nature of the allegations in the background, on balance, I'm not persuaded. The circumstances are sufficiently difficult or exceptional to justify interfering with the local authorities. This is not called to give evidence."
01:16:19.240,01:16:19.470,spk_1,"So,"
01:16:19.470,01:16:33.930,spk_3,"My Lord, my lady taking together, Her Honour Judge Marshall's dissent. And these comments about exceptional although of course I can't pretend it's scientific. It does give this cause a sense of how this works out in practise."
01:16:34.450,01:16:41.320,spk_1,"We also had Lord Justice Wall and, or Lord Justice Wilson saying they had only ever come across it once in their entire professional career."
01:16:41.510,01:16:44.110,spk_3,"Precisely that was the next, the next"
01:16:45.690,01:16:45.900,spk_1,"I"
01:16:45.900,01:17:11.420,spk_3,"can say so, evidence that I was going to to produce both both Lord Justice's Justice Wilson in LM, para 56, if anyone wants to the reference, makes that point. And Law Justice Wall in Re W of para 55 that they had never had a child give evidence before them. And so that gives one a sense of how this is working out in practise. I"
01:17:11.430,01:17:52.260,spk_4,"can't help thinking that there are some similarities to the arguments and reasoning in the case of Norris, which we handed down judgment. I don't know whether everyone looks at it. It's a very different field. But the complaint there was about the use of the word exceptional circumstances. And we, in fact, put us like gloss on it and said that what one should be looking at was the exceptional consequences. But it's in the context of sending someone abroad, extraditing them in order to stand trial. So it's rather different from this."
01:17:53.600,01:17:55.620,spk_3,"I'm not familiar with the authority. There's"
01:17:55.620,01:18:36.790,spk_0,"no particular reason why you should be Mr Geekie. It was about Extradition. But it was to some extent behind my earlier comment to you, in that, that, of course, is about the difference between the effect upon extradition of Article 8 rights and the balance between the general value of adhering to extradition requests as against the particular effects on this father there had been some reference to exceptionality in earlier case law. So to some extent, it has motivated my earlier questions. It's interesting. We're both thinking the"
01:18:36.790,01:18:38.290,spk_4,"same. Thank"
01:18:38.290,01:18:39.070,spk_3,"you. Have"
01:18:39.070,01:18:41.600,spk_4,"a look at it. It's not probably"
01:18:41.990,01:18:43.330,spk_0,"yes"
01:18:44.760,01:18:57.540,spk_3,"without being able to cross refer to that case directly. I do submit that it is a value to this court to see how the test expressed in that way falls out on the ground. And of"
01:18:57.540,01:19:40.080,spk_0,"course, there's a prior thing isn't, though, in practise. Lord Justice Wilson. Lord Justice Wall, I think. Both of whom gave up first instance, judging in care proceedings slightly after the time when I did, they've never had a child give evidence. I think I never had a child give evidence, but nobody ever asked me. I don't remember anybody ever asking. So you've got a further point haven't you again? It may be for you or it may be against you or whatever, because nobody expects such requests to be granted. People don't ask"
01:19:40.670,01:21:29.130,spk_3,"if I grasp that too readily. It may come back to me with your earlier point in relation to the to the global effects of these cases. So cautioning myself and subject to that it is a point. Yes, that's but the if. If the perception is that it has to be exceptional, then the starting point is the child won't give evidence then. Indeed, nobody asks, and that may not be doing justice to some, to some cases, we touched very briefly on the door swings both ways. Are you? Can I Can I just deal with that? Because in my submission, it is important Something again, to which Lord Justice Rimer drew particular attention but that the door swings both ways. Argument is encapsulated in the suggestion that if a child is not called, there is a concomitant weakening of the local authority case, adopting if I may, Lord justice rhymes approach that is on reflection, a highly unsatisfactory situation. In this type of litigation, we're not engaged in straightforward, adversarial civil litigation. We were engaged, of course, with the court being charged with the decision is the welfare of the child. So if the door swings, one swing of the door is that the judge has to reject an allegation that is possibly true because she, the judge has not heard from the child. Then the system may well be failing. It's not satisfactory. A system intended to settle disputes between individuals but rather to promote the welfare of children may come back the wrong decision for lack of evidence, which could have been put before the"
01:21:29.130,01:21:29.760,spk_0,"court"
01:21:30.300,01:21:48.340,spk_3,"and so say that, well, the door swings both ways. We respectfully submit it. It's not good enough because it abandons the courts child protection, responsibility. And if I mail simply adults, Lord Justice Reimers summary of it to say that it's a profoundly unsatisfactory outcome."
01:21:49.000,01:21:58.000,spk_1,"Where is he? I know you said you understand where it's what Paragraph, My Lord?"
01:21:58.000,01:21:59.120,spk_4,"I'll just take you to"
01:21:59.120,01:21:59.530,spk_1,"it."
01:22:05.280,01:22:26.730,spk_3,"52. It does it partly then I think it elsewhere as well. It's a 52 that he also deals"
01:22:26.730,01:22:28.510,spk_1,"with. What"
01:22:28.510,01:22:33.570,spk_3,"he analysed is the straightforward situation and the unsatisfactory nature of that."
01:22:36.090,01:22:46.230,spk_1,"But I mean, surely the deeper complaint is that very unfortunate if it swings either way. In other words, it's unfortunate if the judge has to reject,"
01:22:46.920,01:22:47.400,spk_3,"even"
01:22:47.400,01:23:02.380,spk_1,"though it may be true, because it's only hearsay. But equally it goes the other way. And the judge actually convict because it hasn't hasn't been cross examination. That's unfortunate that way to convince"
01:23:03.470,01:23:04.540,spk_0,"convince"
01:23:06.600,01:23:16.280,spk_1,"convict in the sense that in care proceedings the order made is the order that supposes that the father is guilty of what he's accused of."
01:23:16.290,01:25:16.510,spk_3,"That takes takes one to another very worrying aspect of the presentation of the arrangements as they are, which is well, perhaps we ordered articulated better in the written documents. But the present arrangements have a hidden bias. The present emphasis is in favour of not hearing from the child, and that reminds me that creates a hidden bias in favour of accepting the hearsay account of the child. Once the decision is made in an individual case not to receive oral evidence, I submit that that decision gives rise to a pressure on the record to accept the child's account. A reason for saying that is that unless the account is self evidently flawed, a judge who rejects an account without hearing from the child risks are serious injustice to that child one only need to think about the case of a competent teenager, with the social worker coming back afterwards to say the judge didn't accept her account and the child saying, But the judge didn't hear me. And so if a case is to proceed on the basis that there is an even chance that the court will reject the account if the child doesn't give evidence, the court needs to give the most serious consideration to the consequences of doing so without hearing from the child. And if one looks at the dilemma from that perspective, it does, in my submission, create for a judge of pressure or hidden bias in favour of accepting the account of the child. Once the decision is made not to hear from that child because of the risk of grave injustice, that child,"
01:25:17.320,01:25:17.960,spk_4,"it would object"
01:25:17.960,01:25:54.610,spk_3,"her account without having heard from her. And so I've earlier resisted the proposition that this is a submission globally, which is to have more children give evidence, and I would look at this to support that, to say that the tensions and sensitivities of this as such that underlying if there is the risk of actually doing harm to the child, perhaps unintended, certainly unintentionally. But the the emphasis or not hearing from the child, risking harm to that child or risking a bias in favour."
01:25:54.620,01:26:07.880,spk_2,"There are risks anyway. Doesn't all this simply underline or all council? Very well aware of huge responsibilities that fall on family judges who have to decide these things?"
01:26:09.060,01:27:02.480,spk_3,"My Lord, I accept that entirely. But But if the if the arrangements are such that the expectation is the child doesn't give evidence that that it's such an important decision in the setting up of a case in the case management that if the present system can be seen to not be doing justice and to have inherent risks, then in the context of the anxieties Your Lordship articulates, it is a negative contribution to helping judges sort that out and accept the context your Lordship articulates. But the the judges are entitled to have a test, which gives them full flexibility, a full discretion to make sure all relevant matters are taken into account and that there is no bias one way or the other."
01:27:03.220,01:27:48.770,spk_4,"Can you just help me? I'm afraid this is a question board of my ignorance. Looking at the relevant section in the Act of Care Order may be made if the court satisfy the child concerned is suffering or likely to suffer a significant harm. How does that work in practise when a judges assessing the evidence does the judge make positive findings one way or the other as to whether the evidence is accepted? Or is it possible for a judge to say the evidence may be true? And therefore, I'm satisfied that the child is likely to suffer a significant harm"
01:27:48.780,01:27:54.340,spk_3,"in wardship? The judge would have been able to say that, of course, but"
01:27:54.350,01:27:55.560,spk_4,"not in a care order"
01:27:55.570,01:27:57.040,spk_3,"not not"
01:27:57.100,01:28:05.420,spk_4,"actually possibly find on the balance of probability that there is a story is true and that is likely to be further"
01:28:06.010,01:28:17.150,spk_3,"looking backwards. You have to be satisfied on the balance of probably an event either did or didn't happen. Assessment of future risk has to be on the basis of proven events, not speculation that a couple sentences."
01:28:17.150,01:28:19.850,spk_0,"That was beautifully put Mr Geekie, as I would have expect!"
01:28:19.850,01:28:33.040,spk_2,"The local authority has set out in the clearest possible terms the findings effect, which it is seeking. And it's going to be the family judges duty to make findings on those allegations."
01:28:33.050,01:29:24.240,spk_3,"Yes, and just to flesh out the structure of the proceedings in a little more detail in just a moment, the convention often is that where there are hotly disputed facts, there will be a split hearing. The court will decide the contested facts first on a fact finding mission before coming later to consider the welfare outcome for the child in the light of those findings and applying the welfare check list. So this is set up as a split hearing. The fact finding hearing. Did these things happen or not? And when the judge has made that determination, if the local authority has approved the case, then judgment due course will go on to look at the welfare considerations and asked what the future for these children should be, all of them in the light of those facts as found, and any other assessments that might have taken place on the basis of those facts as found."
01:29:25.610,01:30:01.730,spk_0,"Of course, if the stark situation that you have put to My Lord only really arises where your only basis for thinking that there is a an appreciable risk of harm to children in the future is because a particular event has happened in the past. That's the situation in which you have to have found on the balance of probabilities that that event took place in order to justify your prediction. That goes back to the case of Re H in 1996, recently reaffirmed in this court."
01:30:01.740,01:30:02.330,spk_3,"I believe so,"
01:30:02.510,01:30:03.160,spk_0,"yes"
01:30:03.830,01:30:25.340,spk_3,"And yes, the further sophistication is that one may be looking at simply findings of fact as to whether or not this thing happened and then going on to say in the light of that is the threshold, as My Lord just read it out. Satisfied. But one might be doing both together. It depends upon the range of facts before the court."
01:30:26.210,01:32:07.310,spk_0,"Could I just mention something else just so that it's at the forefront of everybody's mind as we're considering these very difficult issues? And that is that it's not entirely right to say that the judge has not heard from the child. We're not talking hearsay evidence as in a witness statement given by the child or, as in other people's accounts, of what the child has said to them most of the time, I mean some of the time one is. But in most of these cases, we are talking about a video recorded interview done under the achieving best evidence guidelines, which everybody is able to watch. And if it's done properly, it's done either jointly or individually, by a police officer and a social worker who have been trained to do this in such a way as not to put leading questions to the child. Not to put words into their mouths, not to, well to counteract any suggestion that they are playing upon the suggestibility of a child witness quite, in other words, taking a great deal more care than is normally taken an ordinary examination in chief of an adult witness as a general proposition. So we're mostly talking about, although it's technically here, say it is actually a direct recording of what the child has said in an interview of that nature to police officer and all social worker, Am I not right?"
01:32:07.500,01:32:08.070,spk_3,"Except that it's"
01:32:08.090,01:32:09.040,spk_0,"mostly what we're talking"
01:32:09.040,01:32:12.320,spk_3,"about where I've had a shorthand and not the child. Of course,"
01:32:12.330,01:32:43.740,spk_0,"Yes, well, it's only that you and I have done loads of these cases my colleagues have done well, possibly Lord Kerr may have done, but my colleagues have not. So it's important to know what it is we're talking about. We're not talking about not having heard from the child we're talking about not having heard directly from the child and not having given those representing the people who may feel affected by what the child has said a direct opportunity of cross examination. Yes, that's what"
01:32:44.270,01:32:53.050,spk_2,"the judge has happened already. Relied on the video in Paragraph 15(i) of her judgment as one of the reasons,"
01:32:53.060,01:33:44.760,spk_3,"yes, when a judge looks at the all the issues as to whether or not the child should give evidence or not, that's very much an aspect which the judge can consider. And indeed, in some cases, as it happens, not in this one. The judge may have expert evidence to guide him or her as to the potential liability of that recorded statement. And so there's additional evidence which can be taken to count, and one, one= additional point, if I may, on the ABE interview, which is relevant as your leadership has summarised it is, of course, done in that highly professional way, given the chance to child speak and not challenging the child. But therein is its own difficulty, which it is not a challenging account. And so, although except all the others have said and has to recall that it is, it is very much a free account with no challenge of any sort whatsoever."
01:33:45.350,01:34:16.930,spk_4,"I was going to ask that, I mean at the time. What, Firstly, what sort of time in advance of the trial? These video interviews recorded. And at that time will there in practise have been any knowledge of the likely response of people such as the step Father in this case and any opportunity for that likely response to be fed into the questioning"
01:34:16.930,01:35:42.260,spk_3,"in any way. The ethos is get it done as soon as possible. This child was video interviewed on the day that she made her complaint at school, and so that that is, that is the guidance to get it done as soon as possible. So it is captures the child, child's account as fresh as possible. And so firstly, there is no opportunity to at all to know how any person might respond to it, because it's the first caption of that evidence. And indeed, under the guidance of the ABE interview procedure for an interviewer to seek to challenge or to put another person's account would be regarded as wholly wrong. That is not the purpose, and the purpose is to have the child to give the account. And, My Lord, that that summary of how these things happen does impact come back into the point that my lady, My Lord Browne, we're making about the wider impact of these cases, that that's how they often start. And that is in my submission when one looks at it from that perspective, gives some reassurance that the anxiety which the court rightly raises with me is not likely to apply in practise because these interviews are almost inevitably led by the police. That's the starting point"
01:35:42.980,01:35:55.720,spk_5,"slightly oblique issue to that point. Is it open to the judge to prescribe High cross examination will be conducted if she decides that the child should give evidence"
01:35:59.610,01:36:03.600,spk_3,"I would expect to submit the answer to that must be overwhelmingly yes"
01:36:04.940,01:36:09.540,spk_5,"to the extent of requiring council to submit questions in advance."
01:36:11.060,01:37:07.090,spk_3,"Of course, the evidence based my answer to lordship's question is limited for obvious reasons, but where I personally have seen children give evidence and I've experienced of very learning disabled just passed children giving evidence 1921 but functioning at a much younger level and certainly in one case I have in mind in that regard, the judge made absolutely clear to council in advance that in cross examination she would take a pretty dim view of leading and would be likely to discount questions which were answers, which arose from leading questions. So council was, in a sense, free put the questions he or she chose. But knowing given the limitations of the witness, the judge would see them in a particular way. How far particular judges might go. I think it's difficult to"
01:37:07.090,01:37:25.550,spk_5,"say. But those are forensic issues. I was more concerned about the judge who I was anxious to ensure that the child was protected as far as possible. What measures could the judge take to ensure that the child was not oppressed during cross examination?"
01:37:25.550,01:38:15.690,spk_3,"During the cross examination of itself, I would anticipate that the judge would readily and immediately intervene if counsel were acting in a way which the judge regarded as oppressive. And there's there's there's greater facility to do this, when, of course, has a child in a live link, because the judge can get quite a lot across the council without a word being said. And I certainly have experience of that. If you've got everyone's either on the TV but this eye contact and gesture contact between counts and the judge that can do quite a lot to moderate. A cross examination, which needs a little moderating or judges I would submit would be entitled to take more direct steps to limit council the idea"
01:38:15.690,01:38:17.050,spk_2,"of questions"
01:38:17.050,01:39:12.210,spk_3,"in advance. Personally, I've certainly never encountered, and one can see that might give rise to further considerations. But in my commission there is there is plenty of opportunity for that to be done, and and I would suggest it's proper to bear in mind. I think I don't I didn't seem to make a comparison with criminal law because my criminal law experience in practises. Some dissed somewhat distant now. But I think one can fairly claim that advocates and family proceedings are accustomed to questioning witnesses who are very limited for a variety of reasons. Often parents who are very limited young adults are very limited. And so there is a body of experience which could be brought to bear in the task when it does happen, as it does already. As Mr Brannigan noted in the footnote to her document."
01:39:12.960,01:39:28.270,spk_2,"So just just coming back to the question of when the ABE interview was because I think that's quite important because the child made more than one complaint at school. But it set out very clearly in Paragraph 7 of Miss Branigan's skeleton identifies when"
01:39:29.170,01:39:51.410,spk_3,"there are now two interviews the 18th Mr Liebrecht correct me I got the wrong date the 18th of June 2009. Child made the complaint at school that she'd been saying things to friends and some parents for some time. But she said something to a teacher on the 18th of June and that ABE interview took place that day."
01:39:51.420,01:39:52.410,spk_4,"Then"
01:39:52.410,01:41:03.210,spk_3,"the chronology, which Miss Branigan extends is the account we have from this Miss Branigan. Is that when Charlotte, if I can call by that student and not her real name. When Charlotte was told the outcome of the Court of Appeal proceedings, which, of course, she was rightly took place, she on that day made further comments the social worker, which were then the subject of a further ABE interview on the 13th of January. And that chronology is a passing interest in illustrating My Lords Lord Saville and Mance's question earlier questions about these processes. The first interview was conducted by the police in the joint investigation, then looking at a crime. Social workers also present and taking part from their perspective. The second interview the police had indicated that they didn't wish to investigate, so that was considered by Judge Marshall, and she invited the local authorities, arrange what's called a single agency interview with just social services, Undertaking that interview. So we have an illustration, in fact, two different types of interview taking place in this case."
01:41:03.310,01:41:15.170,spk_2,"But I think that the content of the second interview was more concerned with allegations not only about Charlotte herself but also her mother and her half siblings."
01:41:15.600,01:41:16.650,spk_3,"Yes,"
01:41:16.680,01:41:18.440,spk_1,"it was physical abuse other than"
01:41:19.070,01:41:20.890,spk_3,"yes, yes,"
01:41:22.730,01:41:31.810,spk_1,"I just wonder, why wasn't there a ABE interview back in whatever it was June 09, when not during the 09, June 08, when the first allegation was met?"
01:41:32.590,01:41:50.240,spk_3,"Because I believe what happened is when the Charlotte said something at school when the police went into a police or social workers. But certainly when she was first spoken to, she immediately retracted what she had. What was, she was reported to have said. So there"
01:41:50.240,01:41:50.720,spk_4,"was"
